id,title,placename,state,lga,parish,feature_term,latitude,longitude,source,flag,description,datestart,dateend,linkback,tlcmaplink,layerlink,state_id
a17e18,Elizabeth Town,Elizabeth Town,TAS,Meander Valley,,Suburb/Locality,-41.45999908,146.5599976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e18,http://tlcmap.org/ghap,1288
a17e1c,Ellendale,Ellendale,TAS,Central Highlands,,Suburb/Locality,-42.61000061,146.7100067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e1c,http://tlcmap.org/ghap,1288
a17e24,Elliott,Elliott,TAS,Waratah-Wynyard,,Suburb/Locality,-41.09000015,145.7700043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e24,http://tlcmap.org/ghap,1288
a17e35,Elphin,Elphin,TAS,Launceston,,"Locality, Unbounded",-41.43000031,147.1499939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e35,http://tlcmap.org/ghap,1288
a17e43,Emita,Emita,TAS,Flinders,,Suburb/Locality,-40.0,147.9199982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e43,http://tlcmap.org/ghap,1288
a17e4f,Emu Heights,Emu Heights,TAS,Burnie,,Suburb/Locality,-41.06999969,145.9199982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e4f,http://tlcmap.org/ghap,1288
a17e5e,Enfield,Enfield,TAS,Clarence,,District1,-42.68000031,147.4100037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e5e,http://tlcmap.org/ghap,1288
a17e60,English Town,English Town,TAS,Northern Midlands,,District1,-41.52999878,147.5,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e60,http://tlcmap.org/ghap,1288
a17e6b,Epping Forest,Epping Forest,TAS,Northern Midlands,,Suburb/Locality,-41.75999832,147.3500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e6b,http://tlcmap.org/ghap,1288
a17e73,Erriba,Erriba,TAS,Kentish,,Suburb/Locality,-41.43999863,146.1100006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e73,http://tlcmap.org/ghap,1288
a17e88,Eugenana,Eugenana,TAS,Devonport,,Suburb/Locality,-41.22999954,146.3099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e88,http://tlcmap.org/ghap,1288
a17e8a,Eurebia,Eurebia,TAS,Circular Head,,"Locality, Unbounded",-40.93999863,145.1000061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e8a,http://tlcmap.org/ghap,1288
a17e90,Evandale,Evandale,TAS,Northern Midlands,,Suburb/Locality,-41.56000137,147.2400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17e90,http://tlcmap.org/ghap,1288
a17eaa,Exeter,Exeter,TAS,West Tamar,,Suburb/Locality,-41.29000092,146.9400024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17eaa,http://tlcmap.org/ghap,1288
a17eb2,Exton,Exton,TAS,Meander Valley,,Suburb/Locality,-41.52000046,146.7299957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17eb2,http://tlcmap.org/ghap,1288
a17ebd,Fagans,Fagans,TAS,Circular Head,,"Locality, Unbounded",-40.88000107,145.0,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a17ebd,http://tlcmap.org/ghap,1288
a17ec8,Fairlea,Fairlea,TAS,Break O'Day,,"Locality, Unbounded",-41.33000183,148.2400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17ec8,http://tlcmap.org/ghap,1288
a17eca,Fairview,Fairview,TAS,Derwent Valley,,"Locality, Unbounded",-42.77000046,147.0399933,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a17eca,http://tlcmap.org/ghap,1288
a17ed0,Fairy Glen,Fairy Glen,TAS,Glenorchy,,District1,-42.84999847,147.1699982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17ed0,http://tlcmap.org/ghap,1288
a17ed3,Fairyland,Fairyland,TAS,Kingborough,,District1,-43.25,147.3500061,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a17ed3,http://tlcmap.org/ghap,1288
a17ee5,Falmouth,Falmouth,TAS,Break O'Day,,Suburb/Locality,-41.5,148.2700043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17ee5,http://tlcmap.org/ghap,1288
a17efd,Farrell,Farrell,TAS,West Coast,,District1,-41.70999908,145.5500031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17efd,http://tlcmap.org/ghap,1288
a17f1e,Feilton,Feilton,TAS,Derwent Valley,,District1,-42.79000092,146.9400024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17f1e,http://tlcmap.org/ghap,1288
a17f25,Fentonbury,Fentonbury,TAS,Central Highlands,,Suburb/Locality,-42.65000153,146.7599945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17f25,http://tlcmap.org/ghap,1288
a17f33,Fern Bank,Fern Bank,TAS,Meander Valley,,District1,-41.56000137,146.7599945,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a17f33,http://tlcmap.org/ghap,1288
a17f3c,Fern Tree,Fern Tree,TAS,Hobart,,Suburb/Locality,-42.91999817,147.2599945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17f3c,http://tlcmap.org/ghap,1288
a17f3d,Fern Tree Bower,Fern Tree Bower,TAS,Hobart,,District1,-42.91999817,147.25,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17f3d,http://tlcmap.org/ghap,1288
a17f43,Ferndene,Ferndene,TAS,Central Coast,,"Locality, Unbounded",-41.15999985,146.0200043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17f43,http://tlcmap.org/ghap,1288
a17f60,Filumena,Filumena,TAS,Dorset,,Historical locality,-40.95000076,147.9799957,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a17f60,http://tlcmap.org/ghap,1288
a17f64,Fingal,Fingal,TAS,Break O'Day,,Suburb/Locality,-41.63000107,147.9600067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17f64,http://tlcmap.org/ghap,1288
a17f6d,Fingerpost,Fingerpost,TAS,Waratah-Wynyard,,District1,-41.43000031,145.6000061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17f6d,http://tlcmap.org/ghap,1288
a17f6e,Fingerpost,Fingerpost,TAS,Hobart,,"Locality, Unbounded",-42.90999985,147.2599945,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a17f6e,http://tlcmap.org/ghap,1288
a17f73,Firewood Siding,Firewood Siding,TAS,West Coast,,Historical locality,-41.99000168,145.2599945,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a17f73,http://tlcmap.org/ghap,1288
a17f85,Firthside,Firthside,TAS,Kingborough,,Populated Place,-42.95999908,147.3000031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17f85,http://tlcmap.org/ghap,1288
a17fa2,Fitzgerald,Fitzgerald,TAS,Derwent Valley,,Suburb/Locality,-42.74000168,146.6399994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17fa2,http://tlcmap.org/ghap,1288
a17fac,Five Mile,Five Mile,TAS,Flinders,,District1,-39.84999847,148.0,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a17fac,http://tlcmap.org/ghap,1288
a17fad,Five Mile,Five Mile,TAS,West Coast,,District1,-41.84000015,145.3899994,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a17fad,http://tlcmap.org/ghap,1288
a17fc2,Flagstaff Gully,Flagstaff Gully,TAS,Clarence,,"Locality, Unbounded",-42.84999847,147.3699951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a17fc2,http://tlcmap.org/ghap,1288
a18000,Flinders,Flinders,TAS,Flinders,,Municipality/City,-40.119,148.096,TAS LGA,Only accurate to LGA,SpecLegis,,,,http://tlcmap.org/ghap/search?id=a18000,http://tlcmap.org/ghap,1288
a18002,Flinders Bay,Flinders Bay,TAS,Tasman,,District1,-42.97999954,147.8500061,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18002,http://tlcmap.org/ghap,1288
a18008,Flintstone,Flintstone,TAS,Central Highlands,,Suburb/Locality,-41.99000168,146.8500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18008,http://tlcmap.org/ghap,1288
a18015,Florence Heights,Florence Heights,TAS,Glenorchy,,"Locality, Unbounded",-42.84999847,147.2899933,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18015,http://tlcmap.org/ghap,1288
a18016,Florentine,Florentine,TAS,Central Highlands,,Suburb/Locality,-42.58000183,146.4400024,Australian Gazetteer,,Gazetted,,,,http://tlcmap.org/ghap/search?id=a18016,http://tlcmap.org/ghap,1288
a1801e,Flowerdale,Flowerdale,TAS,Waratah-Wynyard,,Suburb/Locality,-40.97000122,145.6600037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1801e,http://tlcmap.org/ghap,1288
a18022,Flowerpot,Flowerpot,TAS,Kingborough,,Suburb/Locality,-43.20000076,147.2400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18022,http://tlcmap.org/ghap,1288
a1802d,Flowery Gully,Flowery Gully,TAS,West Tamar,,Suburb/Locality,-41.24000168,146.8099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1802d,http://tlcmap.org/ghap,1288
a18037,Flying Camp,Flying Camp,TAS,Circular Head,,"Locality, Unbounded",-40.95999908,144.8200073,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18037,http://tlcmap.org/ghap,1288
a1804e,Fonthill,Fonthill,TAS,Break O'Day,,Historical locality,-41.47000122,147.8200073,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a1804e,http://tlcmap.org/ghap,1288
a1805a,Forcett,Forcett,TAS,Sorell,,Suburb/Locality,-42.79999924,147.6300049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1805a,http://tlcmap.org/ghap,1288
a18061,Fordington,Fordington,TAS,George Town,,District1,-41.0,147.1900024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18061,http://tlcmap.org/ghap,1288
a18068,Forest,Forest,TAS,Circular Head,,Suburb/Locality,-40.84999847,145.2400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18068,http://tlcmap.org/ghap,1288
a18070,Forester,Forester,TAS,Dorset,,Suburb/Locality,-41.08000183,147.6699982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18070,http://tlcmap.org/ghap,1288
a18087,Fort Direction,Fort Direction,TAS,Clarence,,District1,-43.04000092,147.4100037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18087,http://tlcmap.org/ghap,1288
a18089,Fortescue,Fortescue,TAS,Tasman,,Suburb/Locality,-43.09000015,147.9199982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18089,http://tlcmap.org/ghap,1288
a1808b,Fortescue Bay,Fortescue Bay,TAS,Tasman,,District1,-43.13999939,147.9600067,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a1808b,http://tlcmap.org/ghap,1288
a1808f,Forth,Forth,TAS,Central Coast,,Suburb/Locality,-41.18000031,146.25,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1808f,http://tlcmap.org/ghap,1288
a18094,Forthside,Forthside,TAS,Devonport,,Suburb/Locality,-41.20999908,146.2700043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18094,http://tlcmap.org/ghap,1288
a180bf,Four Mile Creek,Four Mile Creek,TAS,Break O'Day,,Suburb/Locality,-41.54999924,148.2799988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a180bf,http://tlcmap.org/ghap,1288
a180d4,Fourways,Fourways,TAS,Kentish,,District1,-41.58000183,145.8500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a180d4,http://tlcmap.org/ghap,1288
a180d8,Fowlers Siding,Fowlers Siding,TAS,West Coast,,Historical locality,-42.04000092,145.2599945,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a180d8,http://tlcmap.org/ghap,1288
a180e6,Francistown,Francistown,TAS,Huon Valley,,District1,-43.29999924,146.9900055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a180e6,http://tlcmap.org/ghap,1288
a180e9,Frankford,Frankford,TAS,West Tamar,,Suburb/Locality,-41.34000015,146.7700043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a180e9,http://tlcmap.org/ghap,1288
a180f5,Franklin,Franklin,TAS,Huon Valley,,Suburb/Locality,-43.08000183,147.0099945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a180f5,http://tlcmap.org/ghap,1288
a18101,Franklin Village,Franklin Village,TAS,Launceston,,"Locality, Unbounded",-41.49000168,147.1600037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18101,http://tlcmap.org/ghap,1288
a18133,Freycinet,Freycinet,TAS,Glamorgan-Spring Bay,,Suburb/Locality,-42.20000076,148.3000031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18133,http://tlcmap.org/ghap,1288
a1813a,Friendly Beaches,Friendly Beaches,TAS,Glamorgan-Spring Bay,,Suburb/Locality,-41.99000168,148.2599945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1813a,http://tlcmap.org/ghap,1288
a18146,Frogmore,Frogmore,TAS,Latrobe,,District1,-41.22999954,146.3899994,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18146,http://tlcmap.org/ghap,1288
a181a3,Garden Island Creek,Garden Island Creek,TAS,Huon Valley,,Suburb/Locality,-43.24000168,147.1499939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a181a3,http://tlcmap.org/ghap,1288
a181a5,Garden Island Sands,Garden Island Sands,TAS,Huon Valley,,Populated Place,-43.24000168,147.1399994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a181a5,http://tlcmap.org/ghap,1288
a181b5,Gardners Bay,Gardners Bay,TAS,Huon Valley,,Suburb/Locality,-43.18000031,147.1199951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a181b5,http://tlcmap.org/ghap,1288
a181d9,Gawler,Gawler,TAS,Central Coast,,Suburb/Locality,-41.18000031,146.1499939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a181d9,http://tlcmap.org/ghap,1288
a181e5,Geeveston,Geeveston,TAS,Huon Valley,,Suburb/Locality,-43.16999817,146.8999939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a181e5,http://tlcmap.org/ghap,1288
a181e7,Geilston Bay,Geilston Bay,TAS,Clarence,,Suburb/Locality,-42.83000183,147.3500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a181e7,http://tlcmap.org/ghap,1288
a1820b,George Town,George Town,TAS,George Town,,Municipality/City,-41.102,147.025,TAS LGA,Only accurate to LGA,SpecLegis,,,,http://tlcmap.org/ghap/search?id=a1820b,http://tlcmap.org/ghap,1288
a1820c,George Town,George Town,TAS,George Town,,Suburb/Locality,-41.09999847,146.8200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1820c,http://tlcmap.org/ghap,1288
a1821d,German Town,German Town,TAS,Break O'Day,,District1,-41.52999878,148.1900024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1821d,http://tlcmap.org/ghap,1288
a1825d,Gladstone,Gladstone,TAS,Dorset,,Suburb/Locality,-40.95999908,148.0,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1825d,http://tlcmap.org/ghap,1288
a18260,Glamorgan-Spring Bay,Glamorgan-Spring Bay,TAS,Glamorgan-Spring Bay,,Municipality/City,-42.266,147.97,TAS LGA,Only accurate to LGA,SpecLegis,,,,http://tlcmap.org/ghap/search?id=a18260,http://tlcmap.org/ghap,1288
a18261,Glance Creek,Glance Creek,TAS,Burnie,,District1,-41.11999893,145.8999939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18261,http://tlcmap.org/ghap,1288
a18265,Glaziers Bay,Glaziers Bay,TAS,Huon Valley,,Suburb/Locality,-43.13999939,147.0,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18265,http://tlcmap.org/ghap,1288
a18268,Glebe,Glebe,TAS,Hobart,,Suburb/Locality,-42.86999893,147.3200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18268,http://tlcmap.org/ghap,1288
a1826e,Glen Dhu,Glen Dhu,TAS,Derwent Valley,,District1,-42.79999924,147.1100006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1826e,http://tlcmap.org/ghap,1288
a1826f,Glen Dhu,Glen Dhu,TAS,Launceston,,"Locality, Unbounded",-41.45000076,147.1399994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1826f,http://tlcmap.org/ghap,1288
a18274,Glen Huon,Glen Huon,TAS,Huon Valley,,Suburb/Locality,-43.02000046,146.9600067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18274,http://tlcmap.org/ghap,1288
a18278,Glenbervie,Glenbervie,TAS,Huon Valley,,District1,-43.29000092,147.0299988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18278,http://tlcmap.org/ghap,1288
a1827a,Glendevie,Glendevie,TAS,Huon Valley,,Suburb/Locality,-43.22999954,146.9900055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1827a,http://tlcmap.org/ghap,1288
a1827c,Glenfern,Glenfern,TAS,Derwent Valley,,Suburb/Locality,-42.81999969,146.9799957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1827c,http://tlcmap.org/ghap,1288
a1827f,Glengarry,Glengarry,TAS,West Tamar,,Suburb/Locality,-41.34000015,146.8600006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1827f,http://tlcmap.org/ghap,1288
a18282,Glenlusk,Glenlusk,TAS,Glenorchy,,Suburb/Locality,-42.81999969,147.1999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18282,http://tlcmap.org/ghap,1288
a18286,Glenora,Glenora,TAS,Central Highlands,,Suburb/Locality,-42.68999863,146.8800049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18286,http://tlcmap.org/ghap,1288
a18288,Glenorchy,Glenorchy,TAS,Glenorchy,,Municipality/City,-42.839,147.22,TAS LGA,Only accurate to LGA,SpecLegis,,,,http://tlcmap.org/ghap/search?id=a18288,http://tlcmap.org/ghap,1288
a18289,Glenorchy,Glenorchy,TAS,Glenorchy,,Suburb/Locality,-42.83000183,147.2799988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18289,http://tlcmap.org/ghap,1288
a1828d,Glenore,Glenore,TAS,Meander Valley,,District1,-41.56999969,146.8899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1828d,http://tlcmap.org/ghap,1288
a182c1,Golconda,Golconda,TAS,Dorset,,Suburb/Locality,-41.15999985,147.3000031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a182c1,http://tlcmap.org/ghap,1288
a182d7,Golden Valley,Golden Valley,TAS,Huon Valley,,District1,-43.15999985,147.0399933,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a182d7,http://tlcmap.org/ghap,1288
a182d8,Golden Valley,Golden Valley,TAS,Meander Valley,,Suburb/Locality,-41.61999893,146.6999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a182d8,http://tlcmap.org/ghap,1288
a182e0,Goldsmith,Goldsmith,TAS,Northern Midlands,,Historical locality,-41.97999954,147.3099976,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a182e0,http://tlcmap.org/ghap,1288
a182ea,Goodwood,Goodwood,TAS,Glenorchy,,Suburb/Locality,-42.81999969,147.2899933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a182ea,http://tlcmap.org/ghap,1288
a182f5,Gordon,Gordon,TAS,Kingborough,,Suburb/Locality,-43.25999832,147.2299957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a182f5,http://tlcmap.org/ghap,1288
a18309,Gordonvale,Gordonvale,TAS,Derwent Valley,,District1,-42.59999847,146.3500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18309,http://tlcmap.org/ghap,1288
a18314,Gormanston,Gormanston,TAS,West Coast,,Suburb/Locality,-42.06999969,145.5899963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18314,http://tlcmap.org/ghap,1288
a18318,Goshen,Goshen,TAS,Break O'Day,,Suburb/Locality,-41.27000046,148.0899963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18318,http://tlcmap.org/ghap,1288
a18330,Gowan Brae,Gowan Brae,TAS,Central Highlands,,"Locality, Unbounded",-42.02999878,146.4100037,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18330,http://tlcmap.org/ghap,1288
a18332,Gowrie Park,Gowrie Park,TAS,Kentish,,Suburb/Locality,-41.45999908,146.2100067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18332,http://tlcmap.org/ghap,1288
a18356,Granton,Granton,TAS,,,Suburb/Locality,-42.75,147.2200012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18356,http://tlcmap.org/ghap,1288
a1835c,Granville Harbour,Granville Harbour,TAS,West Coast,,Suburb/Locality,-41.79999924,145.0299988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1835c,http://tlcmap.org/ghap,1288
a18362,Grasstree Hill,Grasstree Hill,TAS,Clarence,,Suburb/Locality,-42.77999878,147.3600006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18362,http://tlcmap.org/ghap,1288
a18365,Grassy,Grassy,TAS,King Island,,Suburb/Locality,-40.04000092,144.0500031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18365,http://tlcmap.org/ghap,1288
a1837f,Gravelly Beach,Gravelly Beach,TAS,West Tamar,,Suburb/Locality,-41.27999878,146.9700012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1837f,http://tlcmap.org/ghap,1288
a1838b,Gray,Gray,TAS,Break O'Day,,Suburb/Locality,-41.61999893,148.2200012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1838b,http://tlcmap.org/ghap,1288
a18394,Great Bay,Great Bay,TAS,Kingborough,,Suburb/Locality,-43.20999908,147.3800049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18394,http://tlcmap.org/ghap,1288
a183d9,Green Valley,Green Valley,TAS,Southern Midlands,,District1,-42.59999847,147.1799927,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183d9,http://tlcmap.org/ghap,1288
a183e4,Greens Beach,Greens Beach,TAS,West Tamar,,Suburb/Locality,-41.08000183,146.7400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183e4,http://tlcmap.org/ghap,1288
a183ee,Gretna,Gretna,TAS,Central Highlands,,Suburb/Locality,-42.70000076,146.9299927,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183ee,http://tlcmap.org/ghap,1288
a183f6,Grieve Siding,Grieve Siding,TAS,West Coast,,Historical locality,-41.99000168,145.3600006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a183f6,http://tlcmap.org/ghap,1288
a1840a,Grindelwald,Grindelwald,TAS,West Tamar,,Suburb/Locality,-41.34000015,147.0,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1840a,http://tlcmap.org/ghap,1288
a18412,Gripe Creek Corner,Gripe Creek Corner,TAS,Break O'Day,,District1,-41.04999924,148.2100067,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a18412,http://tlcmap.org/ghap,1288
a1841d,Grove,Grove,TAS,Huon Valley,,Suburb/Locality,-42.97999954,147.0899963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1841d,http://tlcmap.org/ghap,1288
a18433,Guildford,Guildford,TAS,Waratah-Wynyard,,Suburb/Locality,-41.41999817,145.6900024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18433,http://tlcmap.org/ghap,1288
a1845c,Gunns Plains,Gunns Plains,TAS,Central Coast,,Suburb/Locality,-41.27000046,146.0299988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1845c,http://tlcmap.org/ghap,1288
a1846c,Gwandalan,Gwandalan,TAS,Tasman,,District1,-43.0,147.6600037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1846c,http://tlcmap.org/ghap,1288
a18476,Hadspen,Hadspen,TAS,Meander Valley,,Suburb/Locality,-41.5,147.0599976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18476,http://tlcmap.org/ghap,1288
a18477,Hagley,Hagley,TAS,Meander Valley,,Suburb/Locality,-41.52000046,146.8800049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18477,http://tlcmap.org/ghap,1288
a18480,Haleys New Country,Haleys New Country,TAS,Break O'Day,,District1,-41.34000015,148.0,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18480,http://tlcmap.org/ghap,1288
a184b3,Hamilton,Hamilton,TAS,Central Highlands,,Suburb/Locality,-42.54999924,146.8300018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a184b3,http://tlcmap.org/ghap,1288
a184c0,Hampshire,Hampshire,TAS,Burnie,,Suburb/Locality,-41.25999832,145.7799988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a184c0,http://tlcmap.org/ghap,1288
a184d4,Hanleth,Hanleth,TAS,Northern Midlands,,District1,-41.81000137,147.6100006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a184d4,http://tlcmap.org/ghap,1288
a184fd,Harford,Harford,TAS,Latrobe,,Suburb/Locality,-41.24000168,146.5399933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a184fd,http://tlcmap.org/ghap,1288
a18533,Harveytown,Harveytown,TAS,Huon Valley,,Populated Place,-43.31999969,147.0,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18533,http://tlcmap.org/ghap,1288
a18539,Hastings,Hastings,TAS,Huon Valley,,Suburb/Locality,-43.40999985,146.9199982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a18539,http://tlcmap.org/ghap,1288
