id,title,placename,state,lga,parish,feature_term,latitude,longitude,source,flag,description,datestart,dateend,linkback,tlcmaplink,layerlink,state_id
a16b9d,Alberton Falls,Alberton Falls,TAS,Dorset,,Waterfall,-41.31999969,147.7700043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b9d,http://tlcmap.org/ghap,1288
a16b9e,Alberton Rainforest,Alberton Rainforest,TAS,Dorset,,Forest,-41.31999969,147.7700043,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16b9e,http://tlcmap.org/ghap,1288
a16b9f,Alberts Marsh,Alberts Marsh,TAS,Break O'Day,,Swamp,-41.70999908,148.1100006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b9f,http://tlcmap.org/ghap,1288
a16ba0,Albina Creek,Albina Creek,TAS,West Coast,,Stream,-42.40000153,145.25,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16ba0,http://tlcmap.org/ghap,1288
a16ba1,Albina Rock,Albina Rock,TAS,West Coast,,Island,-42.40999985,145.2200012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16ba1,http://tlcmap.org/ghap,1288
a16ba2,Albion Creek,Albion Creek,TAS,Break O'Day,,Stream,-41.24000168,148.1999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16ba2,http://tlcmap.org/ghap,1288
a16ba3,Albion Heights,Albion Heights,TAS,Kingborough,,Locality (unbounded),-42.93000031,147.3300018,Australian Gazetteer,,"Official; near Albion Heights Drive, Kingston. Feature class and position changed 21/03/2012",,,,http://tlcmap.org/ghap/search?id=a16ba3,http://tlcmap.org/ghap,1288
a16ba4,Albion Heights Reserve,Albion Heights Reserve,TAS,Kingborough,,Reserve,-43.193,147.263,TAS LGA,Only accurate to LGA,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16ba4,http://tlcmap.org/ghap,1288
a16ba5,Alcomie,Alcomie,TAS,Circular Head,,Suburb/Locality,-40.93000031,145.1900024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16ba5,http://tlcmap.org/ghap,1288
a16ba6,Alec Rivulet,Alec Rivulet,TAS,West Coast,,Stream,-43.11000061,145.7400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16ba6,http://tlcmap.org/ghap,1288
a16ba7,Alert Creek,Alert Creek,TAS,Circular Head,,Stream,-41.06999969,144.6799927,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16ba7,http://tlcmap.org/ghap,1288
a16ba8,Alexander Creek,Alexander Creek,TAS,Burnie,,Stream,-41.06999969,145.8999939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16ba8,http://tlcmap.org/ghap,1288
a16ba9,Alexander Creek,Alexander Creek,TAS,Huon Valley,,Stream,-43.41999817,146.1300049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16ba9,http://tlcmap.org/ghap,1288
a16baa,Alexanders Bay,Alexanders Bay,TAS,Kingborough,,Bay,-43.13000107,147.3099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16baa,http://tlcmap.org/ghap,1288
a16bab,Alexanders Spur,Alexanders Spur,TAS,Huon Valley,,Spur2,-43.11000061,146.5299988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bab,http://tlcmap.org/ghap,1288
a16bac,Alexandra,Alexandra,TAS,Break O'Day,,Historical locality,-41.61999893,147.8600006,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16bac,http://tlcmap.org/ghap,1288
a16bad,Alexandra Battery Park,Alexandra Battery Park,TAS,Hobart,,Reserve,-42.90999985,147.3500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bad,http://tlcmap.org/ghap,1288
a16bae,Alexandra Hills,Alexandra Hills,TAS,West Coast,,Hill,-41.74000168,145.6799927,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bae,http://tlcmap.org/ghap,1288
a16baf,Alexandra Pass,Alexandra Pass,TAS,West Coast,,Pass,-41.74000168,145.6900024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16baf,http://tlcmap.org/ghap,1288
a16bb0,Alexandra Shelf,Alexandra Shelf,TAS,Huon Valley,,Mountain,-43.40999985,146.7400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bb0,http://tlcmap.org/ghap,1288
a16bb1,Alfhild Bight,Alfhild Bight,TAS,West Coast,,Bight,-43.22999954,145.8000031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bb1,http://tlcmap.org/ghap,1288
a16bb2,Alfhild Creek,Alfhild Creek,TAS,West Coast,,Stream,-43.06000137,145.7299957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bb2,http://tlcmap.org/ghap,1288
a16bb3,Alfhild Reef,Alfhild Reef,TAS,West Coast,,Reef,-43.22000122,145.7899933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bb3,http://tlcmap.org/ghap,1288
a16bb4,Alford Creek,Alford Creek,TAS,Break O'Day,,Stream,-41.74000168,147.8200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bb4,http://tlcmap.org/ghap,1288
a16bb5,Alfords Creek,Alfords Creek,TAS,Waratah-Wynyard,,Stream,-41.47999954,145.25,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bb5,http://tlcmap.org/ghap,1288
a16bb6,Alfred Creek,Alfred Creek,TAS,Northern Midlands,,Stream,-42.20999908,147.7899933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bb6,http://tlcmap.org/ghap,1288
a16bb7,Alfred River,Alfred River,TAS,West Coast,,Stream,-41.68999863,145.3999939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bb7,http://tlcmap.org/ghap,1288
a16bb8,Alfs Creek,Alfs Creek,TAS,Glamorgan-Spring Bay,,Stream,-41.93000031,147.9700012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bb8,http://tlcmap.org/ghap,1288
a16bb9,Alginate Bay,Alginate Bay,TAS,Glamorgan-Spring Bay,,Bay,-42.54000092,147.9100037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bb9,http://tlcmap.org/ghap,1288
a16bba,Algonkian Mountain,Algonkian Mountain,TAS,West Coast,,Mountain,-42.38999939,146.0500031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bba,http://tlcmap.org/ghap,1288
a16bbb,Algonkian Rivulet,Algonkian Rivulet,TAS,West Coast,,Stream,-42.43999863,146.0099945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bbb,http://tlcmap.org/ghap,1288
a16bbc,Alhambra Creek,Alhambra Creek,TAS,Dorset,,Stream,-40.95999908,147.9799957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bbc,http://tlcmap.org/ghap,1288
a16bbd,Alice Dam,Alice Dam,TAS,Southern Midlands,,Dam,-42.20000076,147.5,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16bbd,http://tlcmap.org/ghap,1288
a16bbe,Allanbys Hill,Allanbys Hill,TAS,Sorell,,Hill,-42.81999969,147.8200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bbe,http://tlcmap.org/ghap,1288
a16bbf,Allans Creek,Allans Creek,TAS,Tasman,,Stream,-43.06000137,147.8500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bbf,http://tlcmap.org/ghap,1288
a16bc0,Allans Creek,Allans Creek,TAS,West Coast,,Stream,-42.24000168,145.5899963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bc0,http://tlcmap.org/ghap,1288
a16bc1,Allen Creek,Allen Creek,TAS,Circular Head,,Stream,-40.93000031,145.0899963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bc1,http://tlcmap.org/ghap,1288
a16bc2,Allen Heights,Allen Heights,TAS,Northern Midlands,,Mountain,-41.56000137,147.6999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bc2,http://tlcmap.org/ghap,1288
a16bc3,Allen Point,Allen Point,TAS,Break O'Day,,Point,-41.77999878,148.2700043,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16bc3,http://tlcmap.org/ghap,1288
a16bc4,Allen Vale Sugarloaf,Allen Vale Sugarloaf,TAS,Central Highlands,,Hill,-42.63000107,146.9499969,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16bc4,http://tlcmap.org/ghap,1288
a16bc5,Allens Point,Allens Point,TAS,Flinders,,Point,-40.47999954,148.1799927,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bc5,http://tlcmap.org/ghap,1288
a16bc6,Allens Rivulet,Allens Rivulet,TAS,Kingborough,,Stream,-42.99000168,147.2200012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bc6,http://tlcmap.org/ghap,1288
a16bc7,Allens Rivulet,Allens Rivulet,TAS,Kingborough,,Suburb/Locality,-43.00999832,147.1999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bc7,http://tlcmap.org/ghap,1288
a16bc8,Allenvale Rivulet,Allenvale Rivulet,TAS,Central Highlands,,Stream,-42.65999985,146.9199982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bc8,http://tlcmap.org/ghap,1288
a16bc9,Alligator Rock,Alligator Rock,TAS,Glamorgan-Spring Bay,,Island,-41.86999893,148.3099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bc9,http://tlcmap.org/ghap,1288
a16bca,Allison Creek,Allison Creek,TAS,Central Coast,,Stream,-41.16999817,146.0700073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bca,http://tlcmap.org/ghap,1288
a16bcb,Allison Marshes,Allison Marshes,TAS,Central Highlands,,Swamp,-41.90000153,146.9400024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bcb,http://tlcmap.org/ghap,1288
a16bcc,Allports Beach,Allports Beach,TAS,Flinders,,Beach,-40.0,147.8800049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bcc,http://tlcmap.org/ghap,1288
a16bcd,Allround Hill,Allround Hill,TAS,Central Highlands,,Hill,-42.02999878,147.0500031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bcd,http://tlcmap.org/ghap,1288
a16bce,Allsops Drain,Allsops Drain,TAS,Meander Valley,,Drain,-41.58000183,146.5299988,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bce,http://tlcmap.org/ghap,1288
a16bcf,Allwrights Lagoons,Allwrights Lagoons,TAS,Central Highlands,,Lagoon,-42.08000183,146.8200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bcf,http://tlcmap.org/ghap,1288
a16bd0,Alma,Alma,TAS,Central Coast,,Place Name,-41.27000046,146.2299957,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16bd0,http://tlcmap.org/ghap,1288
a16bd1,Alma Bridge Reserve,Alma Bridge Reserve,TAS,Central Coast,,Reserve,-41.27000046,146.2299957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bd1,http://tlcmap.org/ghap,1288
a16bd2,Alma Creek,Alma Creek,TAS,Glamorgan-Spring Bay,,Stream,-42.52000046,147.8899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bd2,http://tlcmap.org/ghap,1288
a16bd3,Alma Hill,Alma Hill,TAS,Glamorgan-Spring Bay,,Hill,-42.52999878,147.8600006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bd3,http://tlcmap.org/ghap,1288
a16bd4,Alma Pass,Alma Pass,TAS,Central Highlands,,Pass,-42.13000107,147.0599976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bd4,http://tlcmap.org/ghap,1288
a16bd5,Alma Point,Alma Point,TAS,West Coast,,Point,-42.16999817,145.3099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bd5,http://tlcmap.org/ghap,1288
a16bd6,Alma River,Alma River,TAS,Central Highlands,,Stream,-42.11999893,145.9700012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bd6,http://tlcmap.org/ghap,1288
a16bd7,Alma Tier,Alma Tier,TAS,Central Highlands,,Mountains,-42.13000107,147.0599976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bd7,http://tlcmap.org/ghap,1288
a16bd8,Alma Tier Forest Reserve,Alma Tier Forest Reserve,TAS,Glamorgan-Spring Bay,,Reserve,-42.50999832,147.8399963,Australian Gazetteer,,ForResv,,,,http://tlcmap.org/ghap/search?id=a16bd8,http://tlcmap.org/ghap,1288
a16bd9,Alma Tier Nature Reserve,Alma Tier Nature Reserve,TAS,Central Highlands,,Reserve,-42.13000107,147.0599976,Australian Gazetteer,,Parks 14/15,,,,http://tlcmap.org/ghap/search?id=a16bd9,http://tlcmap.org/ghap,1288
a16bda,Almas Creek,Almas Creek,TAS,Break O'Day,,Stream,-41.36999893,148.0700073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bda,http://tlcmap.org/ghap,1288
a16bdb,Almora Creek,Almora Creek,TAS,West Coast,,Stream,-41.77999878,145.4199982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bdb,http://tlcmap.org/ghap,1288
a16bdc,Alomes Gulch,Alomes Gulch,TAS,Huon Valley,,Cove,-43.63999939,146.2700043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bdc,http://tlcmap.org/ghap,1288
a16bdd,Alonnah,Alonnah,TAS,Kingborough,,Suburb/Locality,-43.31000137,147.2400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bdd,http://tlcmap.org/ghap,1288
a16bde,Alph River,Alph River,TAS,Meander Valley,,Stream,-41.627,146.486,TAS LGA,Only accurate to LGA,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16bde,http://tlcmap.org/ghap,1288
a16bdf,Alpha Moraine,Alpha Moraine,TAS,Derwent Valley,,Hill,-43.11000061,146.2299957,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bdf,http://tlcmap.org/ghap,1288
a16be0,Alpha Pinnacle,Alpha Pinnacle,TAS,Southern Midlands,,Mountain Peak,-42.58000183,147.3099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16be0,http://tlcmap.org/ghap,1288
a16be1,Alpha Pinnacle Conservation Area,Alpha Pinnacle Conservation Area,TAS,Southern Midlands,,Reserve,-42.58000183,147.3099976,Australian Gazetteer,,Parks 14/15,,,,http://tlcmap.org/ghap/search?id=a16be1,http://tlcmap.org/ghap,1288
a16be2,Altamont,Altamont,TAS,Meander Valley,,Hill,-41.47000122,146.8600006,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16be2,http://tlcmap.org/ghap,1288
a16be3,Altamont,Altamont,TAS,Derwent Valley,,Historical locality,-42.77000046,147.1300049,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16be3,http://tlcmap.org/ghap,1288
a16be4,Altamont Creek,Altamont Creek,TAS,Derwent Valley,,Stream,-42.77000046,147.1300049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16be4,http://tlcmap.org/ghap,1288
a16be5,Alum Cliffs,Alum Cliffs,TAS,Kingborough,,Cliff,-42.95999908,147.3399963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16be5,http://tlcmap.org/ghap,1288
a16be6,Alum Cliffs,Alum Cliffs,TAS,Meander Valley,,Cliff,-41.52999878,146.4199982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16be6,http://tlcmap.org/ghap,1288
a16be7,Alum Cliffs State Reserve,Alum Cliffs State Reserve,TAS,Meander Valley,,Reserve,-41.52000046,146.4499969,Australian Gazetteer,,Parks 14/15,,,,http://tlcmap.org/ghap/search?id=a16be7,http://tlcmap.org/ghap,1288
a16be8,Alum Springs Hill,Alum Springs Hill,TAS,Southern Midlands,,Hill,-42.34999847,147.3899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16be8,http://tlcmap.org/ghap,1288
a16be9,Alveston,Alveston,TAS,Meander Valley,,Populated Place,-41.52000046,146.6600037,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16be9,http://tlcmap.org/ghap,1288
a16bea,Amber Creek,Amber Creek,TAS,Dorset,,Stream,-41.00999832,148.0399933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bea,http://tlcmap.org/ghap,1288
a16beb,Amber Creek,Amber Creek,TAS,West Coast,,Stream,-41.95000076,145.3899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16beb,http://tlcmap.org/ghap,1288
a16bec,Amber Hill,Amber Hill,TAS,Dorset,,Hill,-41.0,148.0200043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bec,http://tlcmap.org/ghap,1288
a16bed,Ambleside,Ambleside,TAS,Devonport,,Suburb/Locality,-41.20000076,146.3699951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bed,http://tlcmap.org/ghap,1288
a16bee,Amelia Hill,Amelia Hill,TAS,Circular Head,,Hill,-41.61999893,145.0500031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bee,http://tlcmap.org/ghap,1288
a16bef,Amelias Picnic Ground,Amelias Picnic Ground,TAS,Dorset,,Reserve,-41.22999954,147.5399933,Australian Gazetteer,,Rescinded 2016,,,,http://tlcmap.org/ghap/search?id=a16bef,http://tlcmap.org/ghap,1288
a16bf0,Amita Creek,Amita Creek,TAS,Huon Valley,,Stream,-43.33000183,146.3300018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bf0,http://tlcmap.org/ghap,1288
a16bf1,Amos Grass,Amos Grass,TAS,Dorset,,Grassland,-41.29999924,147.6399994,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16bf1,http://tlcmap.org/ghap,1288
a16bf2,Amos Hill,Amos Hill,TAS,Circular Head,,Hill,-40.88999939,145.1499939,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bf2,http://tlcmap.org/ghap,1288
a16bf3,Amy Creek,Amy Creek,TAS,West Coast,,Stream,-41.84999847,145.0800018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bf3,http://tlcmap.org/ghap,1288
a16bf4,Amy Harbour,Amy Harbour,TAS,Huon Valley,,Harbour,-43.54000092,146.1000061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bf4,http://tlcmap.org/ghap,1288
a16bf5,Amy Range,Amy Range,TAS,Huon Valley,,Mountains,-43.54999924,146.1000061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bf5,http://tlcmap.org/ghap,1288
a16bf6,Ancanthe Park,Ancanthe Park,TAS,Hobart,,Reserve,-42.86000061,147.2700043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bf6,http://tlcmap.org/ghap,1288
a16bf7,Anchor Creek,Anchor Creek,TAS,Break O'Day,,Stream,-41.22000122,148.0099945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bf7,http://tlcmap.org/ghap,1288
a16bf8,Anchor Mine,Anchor Mine,TAS,Break O'Day,,Mine,-41.22999954,148.0099945,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16bf8,http://tlcmap.org/ghap,1288
a16bf9,Anchor Point,Anchor Point,TAS,West Tamar,,Point,-41.13000107,146.8099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bf9,http://tlcmap.org/ghap,1288
a16bfa,Anchor Rock,Anchor Rock,TAS,Huon Valley,,Island,-54.47999954,158.9299927,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bfa,http://tlcmap.org/ghap,1288
a16bfb,Anchorage Cove,Anchorage Cove,TAS,Huon Valley,,Cove,-43.52000046,146.3200073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bfb,http://tlcmap.org/ghap,1288
a16bfc,Anderson Bay,Anderson Bay,TAS,Dorset,,Bay,-40.95000076,147.4199982,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bfc,http://tlcmap.org/ghap,1288
a16bfd,Anderson Bluff,Anderson Bluff,TAS,Huon Valley,,Mountain,-43.22000122,146.5700073,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bfd,http://tlcmap.org/ghap,1288
a16bfe,Anderson Creek,Anderson Creek,TAS,Break O'Day,,Stream,-41.24000168,148.0399933,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bfe,http://tlcmap.org/ghap,1288
a16bff,Anderson Island,Anderson Island,TAS,Flinders,,Island,-40.29999924,148.1000061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16bff,http://tlcmap.org/ghap,1288
a16c00,Andersons Creek,Andersons Creek,TAS,Southern Midlands,,Stream,-42.61000061,147.1199951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c00,http://tlcmap.org/ghap,1288
a16c01,Andersons Creek,Andersons Creek,TAS,West Tamar,,Stream,-41.20000076,146.7599945,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c01,http://tlcmap.org/ghap,1288
a16c02,Andersons Creek Forest Reserve,Andersons Creek Forest Reserve,TAS,West Tamar,,Reserve,-41.18000031,146.75,Australian Gazetteer,,ForResv,,,,http://tlcmap.org/ghap/search?id=a16c02,http://tlcmap.org/ghap,1288
a16c03,Andersons Nature Reserve,Andersons Nature Reserve,TAS,Southern Midlands,,Reserve,-42.59999847,147.1399994,Australian Gazetteer,,Parks 14/15,,,,http://tlcmap.org/ghap/search?id=a16c03,http://tlcmap.org/ghap,1288
a16c04,Andersons Ridge,Andersons Ridge,TAS,Southern Midlands,,Ridge2,-42.63000107,147.1600037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c04,http://tlcmap.org/ghap,1288
a16c05,Andover,Andover,TAS,Southern Midlands,,Suburb/Locality,-42.33000183,147.4499969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c05,http://tlcmap.org/ghap,1288
a16c06,Andrew Divide,Andrew Divide,TAS,West Coast,,Mountains,-42.20999908,145.6100006,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c06,http://tlcmap.org/ghap,1288
a16c07,Andrew River,Andrew River,TAS,West Coast,,Stream,-42.31999969,145.7100067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c07,http://tlcmap.org/ghap,1288
a16c08,Andrews Bay,Andrews Bay,TAS,Central Highlands,,Bay,-42.18000031,147.1300049,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c08,http://tlcmap.org/ghap,1288
a16c09,Andrews Creek,Andrews Creek,TAS,Latrobe,,Stream,-41.18000031,146.4400024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c09,http://tlcmap.org/ghap,1288
a16c0a,Andromeda Creek,Andromeda Creek,TAS,Derwent Valley,,Stream,-42.79999924,146.6999969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c0a,http://tlcmap.org/ghap,1288
a16c0b,Angel Cliffs,Angel Cliffs,TAS,West Coast,,Cliff,-42.61999893,145.75,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c0b,http://tlcmap.org/ghap,1288
a16c0c,Angel Falls,Angel Falls,TAS,Derwent Valley,,Waterfall,-42.97000122,146.4499969,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c0c,http://tlcmap.org/ghap,1288
a16c0d,Angevin Ridge,Angevin Ridge,TAS,Central Highlands,,Ridge2,-42.29000092,146.1300049,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16c0d,http://tlcmap.org/ghap,1288
a16c0e,Anglers Bend,Anglers Bend,TAS,Central Coast,,Stream,-41.28,146.041,TAS LGA,Only accurate to LGA,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16c0e,http://tlcmap.org/ghap,1288
a16c0f,Anglers Creek,Anglers Creek,TAS,Northern Midlands,,Stream,-42.22000122,147.8300018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c0f,http://tlcmap.org/ghap,1288
a16c10,Angus Rivulet,Angus Rivulet,TAS,Central Highlands,,Stream,-42.56999969,146.7200012,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c10,http://tlcmap.org/ghap,1288
a16c11,Animal Creek,Animal Creek,TAS,Waratah-Wynyard,,Stream,-41.63000107,145.6199951,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c11,http://tlcmap.org/ghap,1288
a16c12,Anio Creek,Anio Creek,TAS,West Coast,,Stream,-41.63000107,145.8099976,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c12,http://tlcmap.org/ghap,1288
a16c13,Ann Bay,Ann Bay,TAS,Circular Head,,Bay,-40.88000107,144.6799927,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c13,http://tlcmap.org/ghap,1288
a16c14,Ann Creek,Ann Creek,TAS,Break O'Day,,Stream,-41.34999847,148.1399994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c14,http://tlcmap.org/ghap,1288
a16c15,Ann Islet,Ann Islet,TAS,Flinders,,Island,-40.22999954,147.9100037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c15,http://tlcmap.org/ghap,1288
a16c16,Annakananda,Annakananda,TAS,Derwent Valley,,Cave,-42.93000031,146.4400024,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c16,http://tlcmap.org/ghap,1288
a16c17,Anne Gorge,Anne Gorge,TAS,Derwent Valley,,Ravine,-43.02000046,146.3899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c17,http://tlcmap.org/ghap,1288
a16c18,Anne River,Anne River,TAS,Derwent Valley,,Stream,-43.04000092,146.4100037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c18,http://tlcmap.org/ghap,1288
a16c19,Annes Bay,Annes Bay,TAS,Circular Head,,Cove,-40.66999817,144.7400055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16c19,http://tlcmap.org/ghap,1288
a16c1a,Annie,Annie,TAS,Southern Midlands,,Place Name,-42.40999985,147.3300018,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16c1a,http://tlcmap.org/ghap,1288
a16c1b,Annie Bay,Annie Bay,TAS,Southern Midlands,,Bay,-42.40999985,147.3300018,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16c1b,http://tlcmap.org/ghap,1288
